MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2017,Maruti,Dzire VXI AMT,Automatic,"46,191 km",PetrolKA-03,1st Owner,"₹6,11,799"
2018,Maruti,Dzire ZDI Plus,Manual,"69,916 km",DieselKA-05,1st Owner,"₹7,61,699"
2013,Maruti,Swift Dzire ZDI,Manual,"86,892 km",DieselKA-05,1st Owner,"₹5,60,599"
2019,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"96,632 km",PetrolTS-08,1st Owner,"₹5,57,099"
2021,Maruti,Alto VXI,Manual,"11,574 km",PetrolTS-15,1st Owner,"₹4,02,999"
2021,Maruti,Alto VXI,Manual,"13,565 km",PetrolTS-08,1st Owner,"₹3,99,599"
2020,Maruti,S PRESSO VXI,Manual,"32,478 km",PetrolTS-15,1st Owner,"₹4,69,099"
2018,Maruti,IGNIS ALPHA 1.2 K12 DUAL TONE,Manual,"14,279 km",PetrolTS-07,3rd Owner,"₹6,16,299"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"20,079 km",PetrolTS-07,2nd Owner,"₹5,48,699"
2017,Maruti,Swift VXI,Manual,"24,910 km",PetrolTS-12,1st Owner,"₹5,79,299"
2014,Hyundai,Elite i20 SPORTZ 1.4,Manual,"57,780 km",DieselAP-31,1st Owner,"₹5,33,299"
2012,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"72,561 km",PetrolAP-28,1st Owner,"₹3,77,699"
2013,Maruti,Alto K10 LXI,Manual,"45,378 km",PetrolAP-28,2nd Owner,"₹2,49,399"
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"75,981 km",PetrolAP-28,2nd Owner,"₹2,98,399"
2019,Maruti,Celerio VXI AMT,Automatic,"81,455 km",PetrolTS-07,2nd Owner,"₹4,96,499"
2018,Renault,Kwid 1.0 RXT 02 Anniversary Edition,Manual,"50,601 km",PetrolTS-09,1st Owner,"₹3,62,199"
2020,Maruti,S PRESSO VXI PLUS,Manual,"37,774 km",PetrolTS-08,1st Owner,"₹4,64,299"
2018,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"41,294 km",PetrolTS-07,1st Owner,"₹7,39,699"
2013,Hyundai,Grand i10 ASTA 1.1 CRDI,Manual,"46,906 km",DieselAP-10,2nd Owner,"₹4,23,699"
2015,Maruti,Swift VDI ABS,Manual,"89,068 km",DieselAP-16,2nd Owner,"₹5,25,599"
2014,Maruti,Swift ZXI,Manual,"43,673 km",PetrolAP-28,1st Owner,"₹5,25,299"
2013,Maruti,Wagon R 1.0 VXI,Manual,"53,956 km",PetrolAP-31,2nd Owner,"₹3,43,049"
2019,Hyundai,NEW SANTRO 1.1 MAGNA MT,Manual,"19,215 km",PetrolTS-07,1st Owner,"₹4,84,099"
2018,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"44,528 km",PetrolKA-53,1st Owner,"₹8,08,799"
2017,Maruti,Alto 800 VXI,Manual,"56,231 km",PetrolKA-28,1st Owner,"₹3,39,999"
2021,Maruti,S PRESSO VXI,Manual,"10,223 km",PetrolKA-27,1st Owner,"₹4,98,799"
2020,Hyundai,NEW I20 ASTA (O) 1.0 TURBO GDI AT,Automatic,"19,012 km",PetrolKA-02,1st Owner,"₹11,98,699"
2018,Maruti,Swift VXI AMT,Automatic,"35,869 km",PetrolKA-51,1st Owner,"₹7,30,499"
2017,Honda,Jazz 1.2 V MT,Manual,"43,698 km",PetrolKA-01,1st Owner,"₹6,71,099"
2019,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"16,188 km",PetrolKA-53,1st Owner,"₹8,56,799"
2014,Maruti,Swift ZDI,Manual,"43,210 km",DieselKA-51,1st Owner,"₹6,07,399"
2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"99,249 km",PetrolKA-41,2nd Owner,"₹3,17,599"
2019,Hyundai,NEW SANTRO 1.1 MAGNA MT,Manual,"33,946 km",PetrolKA-11,2nd Owner,"₹5,00,899"
2020,Tata,ALTROZ XZ 1.2,Manual,"14,606 km",PetrolKA-05,1st Owner,"₹8,66,199"
2016,Maruti,Wagon R 1.0 VXI,Manual,"80,760 km",PetrolKA-41,1st Owner,"₹3,96,699"
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"25,878 km",PetrolKA-01,1st Owner,"₹5,77,999"
2020,Maruti,S PRESSO VXI PLUS,Manual,"60,458 km",PetrolKA-03,1st Owner,"₹4,65,699"
2012,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"61,393 km",PetrolKA-42,1st Owner,"₹3,29,299"
2011,Hyundai,Santro Xing GL PLUS,Manual,"57,563 km",PetrolKA-51,1st Owner,"₹3,21,699"
2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"92,471 km",PetrolKA-21,2nd Owner,"₹5,68,699"
2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"28,894 km",PetrolKA-02,2nd Owner,"₹3,64,799"
2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"48,454 km",PetrolKA-51,1st Owner,"₹4,91,999"
2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"37,959 km",PetrolKA-01,1st Owner,"₹6,45,099"
2019,Skoda,Octavia 2.0 L&K AT TDI,Automatic,"58,687 km",DieselTS-07,1st Owner,"₹19,43,999"
2009,Toyota,Corolla Altis VL AT,Automatic,"95,781 km",PetrolAP-10,2nd Owner,"₹5,04,299"
2018,Jeep,Compass 2.0 LIMITED,Manual,"58,758 km",DieselTS-09,1st Owner,"₹14,75,199"
2020,Ford,Endeavour 2.0 TITANIUM PLUS 4X2 AT,Automatic,"94,736 km",DieselTS-08,1st Owner,"₹32,37,699"
2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"73,576 km",PetrolTS-09,1st Owner,"₹13,22,499"
2019,Jeep,Compass LIMITED (O) 2.0,Manual,"50,070 km",DieselAP-39,1st Owner,"₹15,16,699"
2019,Jeep,Compass 2.0 SPORT PLUS,Manual,"77,081 km",DieselTS-11,1st Owner,"₹13,65,299"
2021,Tata,TIGOR XZ PLUS 1.2 REVOTRON,Manual,"16,667 km",PetrolTS-08,1st Owner,"₹7,37,299"
2017,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"71,531 km",PetrolTS-08,1st Owner,"₹7,01,199"
2018,Honda,Amaze 1.2 S (O) MT I VTEC,Manual,"50,754 km",PetrolTS-13,1st Owner,"₹5,29,199"
2017,Honda,City V MT PETROL,Manual,"64,209 km",PetrolTS-10,1st Owner,"₹6,94,299"
2015,Maruti,Swift Dzire ZDI,Manual,"89,496 km",DieselTS-10,1st Owner,"₹6,31,699"
2018,Hyundai,Verna 1.6 CRDI SX + AT,Automatic,"56,134 km",DieselTS-07,2nd Owner,"₹11,08,199"
2015,Honda,City V MT PETROL,Manual,"71,472 km",PetrolTS-07,2nd Owner,"₹6,60,499"
2021,Maruti,Dzire ZXI,Manual,"54,918 km",PetrolTS-05,2nd Owner,"₹7,59,499"
2014,Hyundai,Xcent S 1.1 CRDI,Manual,"92,016 km",DieselTS-10,3rd Owner,"₹4,14,299"
2017,Maruti,Swift Dzire VDI OPT,Manual,"72,884 km",DieselTS-08,2nd Owner,"₹6,71,999"
2011,Hyundai,Accent EXECUTIVE,Manual,"70,058 km",PetrolAP-09,1st Owner,"₹2,31,899"
2020,Hyundai,Verna 1.6 CRDI SX + AT,Automatic,"48,829 km",DieselTS-15,1st Owner,"₹11,93,099"
2017,Maruti,Ciaz SIGMA 1.4 VVT,Manual,"75,329 km",PetrolTS-07,2nd Owner,"₹6,03,099"
2017,Honda,City V MT DIESEL,Manual,"73,052 km",DieselKA-01,1st Owner,"₹9,03,499"
2018,Honda,City VX CVT PETROL,Automatic,"66,361 km",PetrolKA-04,1st Owner,"₹11,36,099"
2014,Maruti,Swift Dzire VXI,Manual,"69,716 km",PetrolKA-03,1st Owner,"₹5,12,499"
2015,Honda,City VX MT PETROL,Manual,"30,728 km",PetrolKA-03,1st Owner,"₹8,23,299"
2016,Volkswagen,Vento HIGHLINE 1.2 TSI AT,Automatic,"41,836 km",PetrolKA-03,2nd Owner,"₹8,43,399"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"81,130 km",DieselKA-17,2nd Owner,"₹7,43,399"
2017,Honda,City V MT PETROL,Manual,"30,069 km",PetrolKA-01,1st Owner,"₹8,85,999"
2016,Hyundai,Verna FLUIDIC 1.6 VTVT SX AT,Automatic,"29,406 km",PetrolKA-03,2nd Owner,"₹7,49,199"
2019,Skoda,Rapid 1.6 MPI STYLE AT,Automatic,"54,943 km",PetrolKA-04,2nd Owner,"₹9,18,699"
2017,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"33,094 km",PetrolKA-05,2nd Owner,"₹7,16,299"
2016,Maruti,Swift Dzire VDI ABS,Manual,"94,477 km",DieselKA-04,1st Owner,"₹6,45,599"
2015,Maruti,Ciaz ZDI+ SHVS,Manual,"86,697 km",DieselKA-02,1st Owner,"₹6,90,899"
2016,Maruti,Swift Dzire ZDI AMT,Automatic,"96,296 km",DieselKA-01,1st Owner,"₹6,84,299"
2014,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"68,244 km",DieselKA-05,2nd Owner,"₹6,36,499"
2018,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"53,644 km",DieselKA-06,2nd Owner,"₹8,77,699"
2015,Hyundai,Verna FLUIDIC 1.4 VTVT,Manual,"23,313 km",PetrolKA-01,1st Owner,"₹6,33,399"
2015,Honda,City VX MT PETROL,Manual,"47,190 km",PetrolKA-03,1st Owner,"₹8,94,699"
2014,Maruti,Swift Dzire ZDI,Manual,"98,003 km",DieselKA-51,1st Owner,"₹5,78,449"
2017,Hyundai,Verna 1.6 SX VTVT,Manual,"26,658 km",PetrolKA-05,1st Owner,"₹8,47,299"
2017,Maruti,Dzire VXI AMT,Automatic,"46,191 km",PetrolKA-03,1st Owner,"₹6,11,799"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"13,215 km",PetrolTS-29,1st Owner,"₹11,82,799"
2020,Mahindra,XUV 3OO W8 DIESEL MT,,"54,426 km",DieselTS-08,1st Owner,"₹10,73,899"
2020,Mahindra,XUV 3OO W8(O),Manual,"10,249 km",DieselTS-08,1st Owner,"₹13,05,999"
2019,Mahindra,XUV 3OO W8(O),Manual,"96,730 km",DieselAP-39,1st Owner,"₹9,18,399"
2018,Jeep,Compass 2.0 LIMITED,Manual,"58,758 km",DieselTS-09,1st Owner,"₹14,75,199"
2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"73,576 km",PetrolTS-09,1st Owner,"₹13,22,499"
2020,Ford,Endeavour 2.0 TITANIUM PLUS 4X2 AT,Automatic,"94,736 km",DieselTS-08,1st Owner,"₹32,37,699"
2019,Jeep,Compass LIMITED (O) 2.0,Manual,"50,070 km",DieselAP-39,1st Owner,"₹15,16,699"
2019,Jeep,Compass 2.0 SPORT PLUS,Manual,"77,081 km",DieselTS-11,1st Owner,"₹13,65,299"
2019,Skoda,Octavia 2.0 L&K AT TDI,Automatic,"58,687 km",DieselTS-07,1st Owner,"₹19,43,999"
2009,Toyota,Corolla Altis VL AT,Automatic,"95,781 km",PetrolAP-10,2nd Owner,"₹5,04,299"
2021,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"26,706 km",PetrolTS-07,1st Owner,"₹11,52,349"
2020,KIA,SELTOS 1.5 GTX+ AT,Automatic,"76,761 km",DieselTS-11,2nd Owner,"₹18,08,599"
2021,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"11,645 km",PetrolTS-12,1st Owner,"₹11,32,299"
2020,MG,HECTOR SMART DCT PETROL,Automatic,"18,555 km",PetrolTS-07,1st Owner,"₹17,60,299"
2014,Nissan,Terrano XV D THP PREMIUM 110 PS,Manual,"90,968 km",DieselAP-29,1st Owner,"₹7,00,799"
2018,Hyundai,Creta 1.4 S CRDI,Manual,"96,875 km",DieselTS-13,1st Owner,"₹9,75,099"
2020,Hyundai,Creta SX PETROL MT,Manual,"17,580 km",PetrolTS-08,1st Owner,"₹14,69,299"
2019,Maruti,S Cross DELTA SHVS,Manual,"21,892 km",DieselTS-08,1st Owner,"₹10,56,499"
2020,Mahindra,Scorpio S9,Manual,"47,827 km",DieselTS-09,1st Owner,"₹15,80,049"
2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"60,126 km",PetrolTS-08,2nd Owner,"₹4,53,799"
2020,Maruti,Swift VXI,Manual,"10,056 km",PetrolAP-39,2nd Owner,"₹6,45,699"
2021,Maruti,Swift ZXI+,Manual,"23,957 km",PetrolAP-39,1st Owner,"₹8,63,399"
2021,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"4,929 km",PetrolTS-11,1st Owner,"₹10,30,799"
2021,Maruti,XL6 ALPHA AT SHVS,Automatic,"17,341 km",PetrolTS-10,1st Owner,"₹12,32,199"
2021,Maruti,Swift VXI,Manual,"82,666 km",PetrolTS-12,1st Owner,"₹6,64,999"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"65,642 km",PetrolTS-07,1st Owner,"₹6,40,399"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"78,258 km",DieselTS-09,2nd Owner,"₹7,55,799"
2017,Maruti,Dzire VXI,Manual,"54,189 km",PetrolTS-08,2nd Owner,"₹6,42,099"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"42,020 km",PetrolTS-08,1st Owner,"₹6,54,199"
2019,Maruti,Eeco 7 STR,Manual,"24,614 km",PetrolTS-11,1st Owner,"₹4,57,399"
2017,Maruti,Ciaz SIGMA 1.4 VVT,Manual,"66,914 km",PetrolTS-09,1st Owner,"₹7,21,599"
2020,Maruti,Swift ZXI + AMT,Automatic,"63,988 km",PetrolAP-39,1st Owner,"₹7,55,699"
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"28,408 km",PetrolTS-07,2nd Owner,"₹4,86,599"
2017,Maruti,Celerio ZXI,Manual,"78,507 km",PetrolTS-08,2nd Owner,"₹4,25,499"
2020,Maruti,Dzire ZXI Plus,Manual,"13,827 km",PetrolTS-08,1st Owner,"₹8,78,799"
2017,Maruti,Swift VDI OPT,Manual,"46,413 km",DieselTS-08,1st Owner,"₹6,12,399"
2019,Maruti,Ertiga VXI SMART HYBRID AT,Automatic,"78,779 km",PetrolTS-07,2nd Owner,"₹8,69,899"
2022,MARUTI,BREZZA ZXI + SMART HYBRID,,"16,175 km",PetrolTS-08,1st Owner,"₹13,31,199"
2021,Maruti,Alto VXI,Manual,"11,574 km",PetrolTS-15,1st Owner,"₹4,02,999"
2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"60,126 km",PetrolTS-08,2nd Owner,"₹4,53,799"
2020,Maruti,Swift VXI,Manual,"10,056 km",PetrolAP-39,2nd Owner,"₹6,45,699"
2021,Maruti,Swift ZXI+,Manual,"23,957 km",PetrolAP-39,1st Owner,"₹8,63,399"
2021,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"4,929 km",PetrolTS-11,1st Owner,"₹10,30,799"
2021,Maruti,XL6 ALPHA AT SHVS,Automatic,"17,341 km",PetrolTS-10,1st Owner,"₹12,32,199"
2021,Maruti,Swift VXI,Manual,"82,666 km",PetrolTS-12,1st Owner,"₹6,64,999"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"65,642 km",PetrolTS-07,1st Owner,"₹6,40,399"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"78,258 km",DieselTS-09,2nd Owner,"₹7,55,799"
2017,Maruti,Dzire VXI,Manual,"54,189 km",PetrolTS-08,2nd Owner,"₹6,42,099"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"42,020 km",PetrolTS-08,1st Owner,"₹6,54,199"
2019,Maruti,Eeco 7 STR,Manual,"24,614 km",PetrolTS-11,1st Owner,"₹4,57,399"
2017,Maruti,Ciaz SIGMA 1.4 VVT,Manual,"66,914 km",PetrolTS-09,1st Owner,"₹7,21,599"
2020,Maruti,Swift ZXI + AMT,Automatic,"63,988 km",PetrolAP-39,1st Owner,"₹7,55,699"
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"28,408 km",PetrolTS-07,2nd Owner,"₹4,86,599"
2017,Maruti,Celerio ZXI,Manual,"78,507 km",PetrolTS-08,2nd Owner,"₹4,25,499"
2020,Maruti,Dzire ZXI Plus,Manual,"13,827 km",PetrolTS-08,1st Owner,"₹8,78,799"
2017,Maruti,Swift VDI OPT,Manual,"46,413 km",DieselTS-08,1st Owner,"₹6,12,399"
2019,Maruti,Ertiga VXI SMART HYBRID AT,Automatic,"78,779 km",PetrolTS-07,2nd Owner,"₹8,69,899"
2022,MARUTI,BREZZA ZXI + SMART HYBRID,,"16,175 km",PetrolTS-08,1st Owner,"₹13,31,199"
2019,Maruti,Ciaz ALPHA 1.5 AT SHVS,Automatic,"67,388 km",PetrolTS-08,1st Owner,"₹8,94,599"
2018,Toyota,YARIS J MT,Manual,"37,668 km",PetrolTS-09,2nd Owner,"₹8,19,199"
2020,Toyota,YARIS V CVT,Automatic,"38,950 km",PetrolTS-08,1st Owner,"₹11,04,699"
2019,Toyota,YARIS J MT,Manual,"61,387 km",PetrolTS-08,1st Owner,"₹7,44,899"
2018,Toyota,YARIS J MT,Manual,"11,345 km",PetrolTS-07,1st Owner,"₹8,07,999"
2015,Toyota,Etios Liva D-4D VXD,Manual,"94,030 km",DieselTS-10,1st Owner,"₹5,74,699"
2009,Toyota,Corolla Altis VL AT,Automatic,"95,781 km",PetrolAP-10,2nd Owner,"₹5,04,299"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"30,208 km",PetrolTS-10,1st Owner,"₹5,36,199"
2017,Skoda,Rapid STYLE 1.6 MPI MT,Manual,"91,558 km",PetrolTS-09,2nd Owner,"₹6,88,399"
2016,Hyundai,Grand i10 1.2 ASTA (O) AT,Automatic,"65,462 km",PetrolTS-08,1st Owner,"₹5,20,799"
2019,Honda,City ZX CVT,Automatic,"96,695 km",PetrolAP-39,1st Owner,"₹11,03,699"
2017,Honda,City V MT PETROL,Manual,"73,707 km",PetrolTS-09,1st Owner,"₹7,90,099"
2018,Maruti,Ciaz ZETA 1.5 SHVS VVT MT,Manual,"30,901 km",PetrolTS-07,2nd Owner,"₹8,32,199"
2021,Mahindra,Scorpio S11,Manual,"43,956 km",DieselAP-39,1st Owner,"₹16,64,699"
2021,Mahindra,MARAZZO M 6 + 8 STR,,"47,115 km",DieselTS-16,1st Owner,"₹13,26,799"
2022,Mahindra,Thar LX PETROL HT 4WD AT,,"11,280 km",PetrolTS-09,1st Owner,"₹17,04,999"
2020,Mahindra,Scorpio S9,Manual,"47,827 km",DieselTS-09,1st Owner,"₹15,80,049"
2022,Mahindra,Thar LX D 4WD AT CONVERTIBLE,Automatic,"24,520 km",DieselTS-07,1st Owner,"₹16,53,599"
2017,Mahindra,Kuv100 K4 6 STR,Manual,"45,609 km",PetrolTS-08,2nd Owner,"₹4,19,299"
2020,Mahindra,XUV500 W9,Manual,"42,077 km",DieselTS-07,1st Owner,"₹16,61,899"
2019,Mahindra,Bolero POWER+ SLE,Manual,"94,929 km",DieselTS-08,1st Owner,"₹7,69,599"
2020,Mahindra,XUV 3OO W8 DIESEL MT,,"54,426 km",DieselTS-08,1st Owner,"₹10,73,899"
2019,Mahindra,XUV 3OO W8(O),Manual,"96,730 km",DieselAP-39,1st Owner,"₹9,18,399"
2020,Mahindra,XUV 3OO W8(O),Manual,"10,249 km",DieselTS-08,1st Owner,"₹13,05,999"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"13,215 km",PetrolTS-29,1st Owner,"₹11,82,799"
2021,Tata,TIGOR XZ PLUS 1.2 REVOTRON,Manual,"16,667 km",PetrolTS-08,1st Owner,"₹7,37,299"
2018,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"28,013 km",PetrolTS-08,1st Owner,"₹5,25,399"
2022,Tata,Safari XT+2.0 KRYOTEC,Manual,"15,651 km",DieselTS-08,1st Owner,"₹18,39,699"
2020,Tata,ALTROZ XZ (O) 1.2 RTN,,"19,175 km",PetrolTS-08,1st Owner,"₹7,91,899"
2021,Tata,Tiago XT 1.2 REVOTRON,Manual,"42,713 km",PetrolTS-04,2nd Owner,"₹6,13,299"
2019,Tata,NEXON XZA+ 1.5 Dual Tone,Automatic,"39,721 km",DieselTS-15,1st Owner,"₹9,58,499"
2021,Tata,PUNCH ACCOMPLISHED AMT,,"10,218 km",PetrolTS-07,1st Owner,"₹8,58,699"
2021,Tata,NEXON XZ+ 1.2,Manual,"14,460 km",PetrolTS-08,1st Owner,"₹10,26,999"
2019,Tata,Tiago XZ+ 1.2 Revotron,Manual,"21,945 km",PetrolTS-15,1st Owner,"₹6,35,299"
2019,Tata,Tiago XZ+ 1.2 Revotron,Manual,"25,987 km",PetrolTS-08,1st Owner,"₹6,00,599"
2019,Tata,NEXON XZA+ 1.5,Automatic,"59,133 km",DieselTS-08,1st Owner,"₹9,12,699"
2018,Tata,Tiago XE 1.2 REVOTRON,Manual,"94,860 km",PetrolTS-08,1st Owner,"₹3,95,699"
2019,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"10,345 km",PetrolTS-10,1st Owner,"₹5,78,599"
2018,Hyundai,Elite i20 ASTA 1.2,Manual,"81,241 km",PetrolTS-09,1st Owner,"₹6,95,299"
2017,Hyundai,Elite i20 ASTA 1.2,Manual,"41,142 km",PetrolTS-07,1st Owner,"₹6,87,849"
2017,Maruti,S Cross ZETA 1.3,Manual,"59,371 km",DieselTS-07,1st Owner,"₹8,07,299"
2019,Hyundai,Elite i20 ASTA 1.2,Manual,"11,200 km",PetrolTS-07,1st Owner,"₹7,93,499"
2016,Hyundai,Elite i20 ASTA 1.2,Manual,"46,033 km",PetrolTS-08,3rd Owner,"₹6,03,199"
2018,Hyundai,Elite i20 ASTA 1.2,Manual,"18,327 km",PetrolTS-11,1st Owner,"₹7,04,399"
2018,Hyundai,NEW SANTRO ASTA 1.1 MT,Manual,"5,386 km",PetrolTS-10,2nd Owner,"₹5,15,599"
2013,Hyundai,Grand i10 ASTA 1.1 CRDI,Manual,"46,906 km",DieselAP-10,2nd Owner,"₹4,23,699"
2016,Maruti,Baleno ZETA PETROL 1.2,,"66,198 km",PetrolTS-09,1st Owner,"₹5,86,299"
2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"35,424 km",PetrolTS-07,1st Owner,"₹5,24,449"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"92,252 km",DieselTS-04,1st Owner,"₹9,89,899"
2018,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"71,532 km",PetrolTS-22,1st Owner,"₹7,39,699"
2013,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"59,796 km",PetrolAP-10,2nd Owner,"₹4,54,399"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"65,642 km",PetrolTS-07,1st Owner,"₹6,40,399"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"42,020 km",PetrolTS-08,1st Owner,"₹6,54,199"
2018,Hyundai,NEW SANTRO ASTA 1.1 MT,Manual,"5,386 km",PetrolTS-10,2nd Owner,"₹5,15,599"
2020,Hyundai,NEW SANTRO ASTA 1.1 MT,Manual,"31,747 km",PetrolTS-09,1st Owner,"₹5,27,799"
2014,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"55,888 km",PetrolTS-07,2nd Owner,"₹4,53,799"
2019,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"60,094 km",PetrolTS-08,1st Owner,"₹6,93,299"
2017,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"98,014 km",PetrolTS-03,1st Owner,"₹5,48,799"
2016,Maruti,Baleno ZETA PETROL 1.2,,"69,476 km",PetrolTS-09,1st Owner,"₹5,84,399"
2016,Hyundai,Grand i10 1.2 ASTA (O) AT,Automatic,"65,617 km",PetrolTS-08,1st Owner,"₹5,20,799"
2021,Hyundai,NEW I20 ASTA 1.0 GDI DCT,,"5,075 km",PetrolTS-10,1st Owner,"₹11,65,799"
2014,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"75,612 km",PetrolTS-13,1st Owner,"₹4,78,799"
2020,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"26,471 km",PetrolTS-11,2nd Owner,"₹8,61,599"
2019,Hyundai,Elite i20 1.2  ASTA (O) CVT,Automatic,"60,066 km",PetrolTS-08,1st Owner,"₹8,28,599"
2021,Hyundai,NEW I20 ASTA 1.0 GDI DCT,,"49,654 km",PetrolTS-07,1st Owner,"₹11,02,999"
2022,Mahindra,XUV 3OO W8 (O) AT,,"20,094 km",PetrolTN-14,1st Owner,"₹12,67,299"
2019,Mahindra,KUV 100 NXT K2+6 STR,Manual,"14,885 km",PetrolTN-50,1st Owner,"₹5,87,299"
2020,Mahindra,KUV 100 NXT K8 6 STR,Manual,"18,626 km",PetrolTN-22,1st Owner,"₹7,25,799"
2019,Tata,Hexa Varicor 400 XT,Manual,"7,944 km",DieselTN-23,1st Owner,"₹15,86,899"
2019,Renault,TRIBER 1.0 RXZ,Manual,"20,442 km",PetrolTN-69,1st Owner,"₹6,89,999"
2017,Hyundai,Creta 1.6 E VTVT,Manual,"45,886 km",PetrolTN-22,1st Owner,"₹9,08,499"
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"41,423 km",PetrolTN-03,1st Owner,"₹4,71,199"
2020,Renault,Duster RXS 106 PS MT,Manual,"44,886 km",PetrolTN-11,1st Owner,"₹8,48,899"
2019,Hyundai,Creta 1.6 SX CRDI,Manual,"60,517 km",DieselTN-11,1st Owner,"₹12,54,699"
2018,Honda,BR-V 1.5 i-VTEC V CVT,Automatic,"77,201 km",PetrolTN-04,1st Owner,"₹8,95,699"
2019,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"12,730 km",PetrolTN-02,2nd Owner,"₹10,86,099"
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"49,889 km",PetrolTN-16,1st Owner,"₹4,10,199"
2020,Renault,TRIBER 1.0 RXT,Manual,"21,750 km",PetrolTN-13,1st Owner,"₹6,12,999"
2019,Tata,Hexa Varicor 400 XT,Manual,"34,664 km",DieselTN-02,1st Owner,"₹16,06,599"
2020,Renault,TRIBER 1.0 RXZ,Manual,"59,044 km",PetrolTN-14,1st Owner,"₹6,75,999"
2019,Hyundai,Creta 1.6 SX CRDI,Manual,"45,234 km",DieselTN-31,1st Owner,"₹12,37,249"
2018,Maruti,S Cross SIGMA SHVS,Manual,"39,649 km",DieselTN-02,1st Owner,"₹7,84,399"
2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"52,478 km",DieselTN-14,2nd Owner,"₹7,41,099"
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"38,513 km",PetrolTN-13,1st Owner,"₹4,33,699"
2019,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"36,728 km",DieselTN-18,2nd Owner,"₹8,62,399"
2021,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"11,645 km",PetrolTS-12,1st Owner,"₹11,32,299"
2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"83,734 km",PetrolTS-08,1st Owner,"₹12,34,999"
2018,Maruti,OMNI E 8 STR,Manual,"39,588 km",PetrolTS-09,1st Owner,"₹3,17,999"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"92,252 km",DieselTS-04,1st Owner,"₹9,89,899"
